9.974588617420172554e-01,9.971913735043348437e-01,9.967758114207927456e-01
9.974922977717275430e-01,9.972200329583723599e-01,9.967089393613721704e-01
9.973394473501948632e-01,9.971197248692414972e-01,9.966611736046431247e-01
9.969955339017462226e-01,9.967996942991570464e-01,9.963220367318673665e-01
9.962933772778297392e-01,9.961070908265865498e-01,9.956676458646800398e-01
9.951756585703712688e-01,9.948460748489410532e-01,9.942872154952118180e-01
9.931265076066969621e-01,9.926154140096966616e-01,9.917317475102102042e-01
9.894151083088537080e-01,9.888275895010869565e-01,9.877289770963204596e-01
9.883069427527406692e-01,9.876573284612264469e-01,9.864966205727120352e-01
9.858947720379261925e-01,9.852547108977579571e-01,9.839745886174204870e-01
9.831960067827375527e-01,9.825559456425690952e-01,9.811850684244469711e-01
9.830049437558218139e-01,9.822550213751765069e-01,9.806357622220633896e-01
9.818299061402882000e-01,9.809940053975308993e-01,9.793842993957636578e-01
9.797807551766141154e-01,9.788875355257818933e-01,9.771918511619021031e-01
9.769004800458558346e-01,9.760598027274252075e-01,9.742399273960503647e-01
9.731317618399375480e-01,9.722003295837219339e-01,9.702658164361974702e-01
9.702467101335059407e-01,9.690621193666266731e-01,9.668027990733452093e-01
9.652695182823438635e-01,9.638078861264358643e-01,9.611234505982663157e-01
9.577607413245451395e-01,9.559122065391325584e-01,9.526832413842516445e-01
9.485467268515210826e-01,9.462396408015097959e-01,9.423324019010775876e-01
9.385589071194870847e-01,9.358649184399704390e-01,9.317570633612767272e-01
9.289818728953224136e-01,9.261684698239840419e-01,9.216975949941497159e-01
9.143082324281726070e-01,9.114136275703955681e-01,9.062931384490470199e-01
8.985025435265454608e-01,8.950347495880212056e-01,8.889923813618021420e-01
8.823529411764705621e-01,8.781543311599918633e-01,8.714145828855308640e-01
8.646557283083760037e-01,8.601084282677745607e-01,8.528098206395839931e-01
8.470110577726835954e-01,8.421914929187267473e-01,8.347400348690027228e-01
8.284397315564486775e-01,8.230660839244355875e-01,8.148217143130095375e-01
8.124907453846342831e-01,8.064388240070708980e-01,7.973394473501957957e-01
7.986673353872610903e-01,7.920517780802951435e-01,7.821977024671024070e-01
7.814859926918398259e-01,7.744548733013308928e-01,7.638126627021096793e-01
7.634018771942400194e-01,7.557736858446187922e-01,7.446490411024337952e-01
7.491772348403431536e-01,7.412481192233291161e-01,7.300231663920142555e-01
7.337918845979322091e-01,7.255427384108339428e-01,7.139929784337614160e-01
7.179527596665955524e-01,7.096892837524779729e-01,6.979198012944518581e-01
6.996059325069858836e-01,6.908122566931771402e-01,6.789042535406368817e-01
6.836282868811356384e-01,6.743999426810920461e-01,6.620190585369354341e-01
6.732774473979613594e-01,6.636526474170670875e-01,6.507941057056195744e-01
6.585990303551384484e-01,6.487210718635810780e-01,6.357192328819475380e-01
6.434381791693543073e-01,6.332210838050200685e-01,6.194406629887035942e-01
6.283871892240456836e-01,6.178739461679930711e-01,6.038738028707224537e-01
6.170523751522535294e-01,6.064579303097616947e-01,5.925389887989307436e-01
6.071791932363691524e-01,5.965369826371479389e-01,5.824413078264194521e-01
5.971245014449144684e-01,5.860858350648421311e-01,5.715554918678801277e-01
5.892813641900127575e-01,5.780564113586972308e-01,5.628955601729122016e-01
5.829141888180371378e-01,5.715554918678800167e-01,5.562561199875810658e-01
5.744500967256580548e-01,5.625803061785016324e-01,5.473239234792587338e-01
5.698263714742909380e-01,5.577081989921429672e-01,5.424613694442455003e-01
5.647440949583252268e-01,5.529507296219349222e-01,5.374459649877006973e-01
5.609132812686593583e-01,5.488954168756429164e-01,5.338730863843718089e-01
5.620787657328468745e-01,5.499032743426247594e-01,5.347567528838578221e-01
5.632920159537638805e-01,5.509827804446998378e-01,5.355831004752693580e-01
5.633063456807816394e-01,5.511213011392144256e-01,5.356308662319986258e-01
5.628621241432018030e-01,5.508633660528773346e-01,5.353299419646065926e-01
5.617921711924722672e-01,5.497074347400349170e-01,5.341262448950356845e-01
5.660242172386618087e-01,5.542451816292903732e-01,5.388407250841877882e-01
5.710730577249174544e-01,5.596522652910139728e-01,5.443624465620602315e-01
5.791168111580813349e-01,5.676673592701402260e-01,5.522820090277291705e-01
5.862052494566651895e-01,5.747271381146863423e-01,5.595376274748635748e-01
5.942872154952116848e-01,5.829858374531301513e-01,5.679921664158968930e-01
6.004585512645989054e-01,5.892813641900128685e-01,5.746889255093028392e-01
6.082204867330612830e-01,5.976260418905685601e-01,5.829571779990931901e-01
6.194454395643764766e-01,6.092808865324452761e-01,5.944400659167444756e-01
6.344152277232457671e-01,6.246948962288939589e-01,6.103651692101935700e-01
6.501206085357418285e-01,6.405435743115762692e-01,6.263762508657544359e-01
6.629552673688243747e-01,6.536839339877247301e-01,6.400324807145761907e-01
6.778199708628888098e-01,6.687301473573605826e-01,6.556948723460157558e-01
